Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
South Sudan,"Gross domestic product, constant prices",Percent change, ,,n/a,n/a,n/a,n/a,n/a,n/a,-52.429,29.329,2.918,-0.173,-7.830,8.219,7.182,10.543,8.379
Spain,"Gross domestic product, constant prices",Percent change, ,,4.177,3.769,1.117,-3.575,0.017,-1.002,-2.619,-1.673,1.358,3.213,2.644,2.258,1.972,1.855,1.772
Sri Lanka,"Gross domestic product, constant prices",Percent change, ,,7.668,6.797,5.950,3.539,8.016,8.405,9.145,3.396,4.458,5.183,5.000,5.000,5.000,5.000,5.000
St. Kitts and Nevis,"Gross domestic product, constant prices",Percent change, ,,4.561,4.819,3.420,-3.773,-3.827,-1.883,-0.861,6.202,6.065,6.606,4.664,2.772,2.484,2.466,2.477
St. Lucia,"Gross domestic product, constant prices",Percent change, ,,8.223,0.621,2.793,-0.454,-1.717,0.702,-1.056,0.139,0.456,1.580,1.399,1.919,2.020,2.015,2.033
St. Vincent and the Grenadines,"Gross domestic product, constant prices",Percent change, ,,6.007,3.023,-0.478,-2.000,-2.342,0.243,1.299,2.313,-0.244,1.634,2.158,3.104,3.121,3.137,3.091
Sudan,"Gross domestic product, constant prices",Percent change, ,,8.915,8.495,3.043,4.681,3.005,-1.255,-3.413,3.926,3.265,3.500,3.734,3.958,3.922,4.083,4.055
Suriname,"Gross domestic product, constant prices",Percent change, ,,5.767,5.099,4.149,3.017,5.148,5.276,3.069,2.841,1.838,0.140,-2.000,2.500,2.300,2.000,2.500
Swaziland,"Gross domestic product, constant prices",Percent change, ,,4.450,3.980,4.281,1.857,1.403,1.236,3.027,2.949,2.450,1.661,0.473,1.089,1.329,1.295,1.293
Sweden,"Gross domestic product, constant prices",Percent change, ,,4.688,3.405,-0.557,-5.185,5.989,2.664,-0.286,1.241,2.267,4.094,3.668,2.809,2.510,2.330,2.150
Switzerland,"Gross domestic product, constant prices",Percent change, ,,4.153,4.137,2.185,-2.133,2.860,1.939,1.123,1.783,1.891,0.855,1.242,1.497,1.800,1.800,1.800
Syria,"Gross domestic product, constant prices",Percent change, ,,5.046,5.675,4.477,5.912,3.440,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Taiwan Province of China,"Gross domestic product, constant prices",Percent change, ,,5.623,6.517,0.704,-1.567,10.631,3.805,2.064,2.202,3.925,0.745,1.458,2.168,2.412,2.784,2.816
Tajikistan,"Gross domestic product, constant prices",Percent change, ,,7.000,7.800,7.900,3.900,6.500,7.400,7.500,7.400,6.700,3.000,3.000,3.500,4.500,4.500,4.500
Tanzania,"Gross domestic product, constant prices",Percent change, ,,4.661,8.464,5.567,5.382,6.359,7.905,5.141,7.263,6.965,6.968,6.874,6.797,6.697,6.659,6.589
Thailand,"Gross domestic product, constant prices",Percent change, ,,4.968,5.435,1.726,-0.738,7.507,0.834,7.231,2.702,0.818,2.820,2.989,3.223,3.116,3.098,3.060
Timor-Leste,"Gross domestic product, constant prices",Percent change, ,,-5.714,11.448,14.199,12.963,9.368,9.529,6.354,2.757,5.500,4.251,5.000,5.500,6.000,6.500,5.500
Togo,"Gross domestic product, constant prices",Percent change, ,,3.893,2.071,2.415,3.500,4.070,4.791,5.912,5.400,5.400,5.300,5.200,5.200,5.400,5.400,5.400
Tonga,"Gross domestic product, constant prices",Percent change, ,,-2.488,-0.624,2.682,2.959,3.164,1.812,-1.111,-0.598,2.036,2.605,2.839,2.568,2.759,2.691,2.121
Trinidad and Tobago,"Gross domestic product, constant prices",Percent change, ,,13.208,4.754,3.390,-4.391,3.323,-0.294,1.294,2.261,-1.016,-1.758,-1.096,1.778,2.695,1.603,1.331
Tunisia,"Gross domestic product, constant prices",Percent change, ,,5.654,6.253,4.460,3.114,2.587,-1.918,3.901,2.445,2.256,0.800,2.000,3.000,3.700,4.300,4.700
Turkey,"Gross domestic product, constant prices",Percent change, ,,6.893,4.669,0.659,-4.826,9.157,8.773,2.127,4.193,2.914,3.840,3.800,3.432,3.500,3.500,3.500
Turkmenistan,"Gross domestic product, constant prices",Percent change, ,,10.967,11.057,14.747,6.133,9.160,14.742,11.051,10.193,10.285,6.500,4.250,4.500,5.262,5.684,5.985
Tuvalu,"Gross domestic product, constant prices",Percent change, ,,2.870,6.352,7.982,-4.435,-2.735,8.452,0.183,1.292,2.236,2.642,3.902,1.907,1.969,1.846,1.643
Uganda,"Gross domestic product, constant prices",Percent change, ,,7.049,8.064,10.428,8.069,7.666,6.821,2.628,4.043,4.929,5.038,5.288,5.653,5.881,6.112,6.291
Ukraine,"Gross domestic product, constant prices",Percent change, ,,7.571,8.216,2.243,-15.136,0.261,5.466,0.239,-0.027,-6.553,-9.870,1.481,2.540,3.030,3.540,3.980
United Arab Emirates,"Gross domestic product, constant prices",Percent change, ,,9.837,3.184,3.192,-5.243,1.635,4.885,7.222,4.321,4.570,3.930,2.370,2.623,3.139,3.439,3.729
United Kingdom,"Gross domestic product, constant prices",Percent change, ,,2.662,2.586,-0.467,-4.192,1.540,1.972,1.179,2.160,2.853,2.248,1.891,2.224,2.210,2.135,2.109
United States,"Gross domestic product, constant prices",Percent change, ,,2.666,1.779,-0.292,-2.776,2.532,1.602,2.224,1.489,2.428,2.426,2.401,2.502,2.375,2.134,1.959
Uruguay,"Gross domestic product, constant prices",Percent change, ,,4.099,6.542,7.176,4.243,7.803,5.162,3.323,5.100,3.498,1.478,1.387,2.592,3.032,3.070,3.116
Uzbekistan,"Gross domestic product, constant prices",Percent change, ,,7.500,9.500,9.000,8.100,8.500,8.300,8.200,8.000,8.100,8.000,5.030,5.500,6.031,6.000,6.000
Vanuatu,"Gross domestic product, constant prices",Percent change, ,,8.461,5.174,6.453,3.311,1.629,1.223,1.757,1.969,2.330,-0.800,4.500,4.000,3.800,2.700,2.500
Venezuela,"Gross domestic product, constant prices",Percent change, ,,9.872,8.754,5.278,-3.202,-1.489,4.176,5.626,1.343,-3.894,-5.700,-8.000,-4.500,-3.000,-1.000,--
Vietnam,"Gross domestic product, constant prices",Percent change, ,,6.978,7.129,5.662,5.398,6.423,6.240,5.247,5.422,5.984,6.679,6.300,6.200,6.200,6.200,6.200
Yemen,"Gross domestic product, constant prices",Percent change, ,,3.170,3.338,3.648,3.866,7.702,-12.715,2.393,4.824,-0.189,-28.097,0.675,11.934,5.313,3.680,3.668
Zambia,"Gross domestic product, constant prices",Percent change, ,,7.904,8.352,7.774,9.220,10.298,5.616,7.573,5.132,5.025,3.636,3.425,4.779,5.318,5.435,5.475
Zimbabwe,"Gross domestic product, constant prices",Percent change, ,,-3.581,-3.373,-16.579,7.535,11.376,11.905,10.565,4.484,3.850,1.495,2.709,3.495,3.664,3.826,4.080
